canonical_id,work_id,title,years,production_year,favorite_count,my_list_count,primary_genre,source_origin,canonical_tags,classification_status,detail_url,attribute_source_url,attribute_fetched_at
danime:10012,10012,宇宙皇子(劇場版)(地上編),1988,1988,3242,4292,SF,,SF|スペースオペラ|宇宙,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10012,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10012,2026-07-25T10:55:42.105Z
danime:10013,10013,風の大陸 The Weathering Continent,1992,1992,3242,5086,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|ドラマ・青春|異世界ファンタジー|現代ファンタジー|異世界|成長・挑戦|旅・冒険|魔法,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10013,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10013,2026-07-25T10:32:41.781Z
danime:10014,10014,スレイヤーズ(完全無欠版),1995,1995,12445,11936,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|バトル・アクション|コメディ・ギャグ|異世界ファンタジー|異世界,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10014,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10014,2026-07-25T10:44:31.771Z
danime:10015,10015,スレイヤーズすぺしゃる,1996,1996,10333,10126,バトル・アクション,,バトル・アクション|コメディ・ギャグ|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10015,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10015,2026-07-25T10:32:46.898Z
danime:10016,10016,スレイヤーズRETURN（劇場版）,1996,1996,10212,9809,バトル・アクション,,バトル・アクション|コメディ・ギャグ|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10016,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10016,2026-07-25T10:32:46.898Z
danime:10017,10017,スレイヤーズぐれえと,1997,1997,9650,9264,バトル・アクション,,バトル・アクション|コメディ・ギャグ|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10017,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10017,2026-07-25T10:44:56.484Z
danime:10018,10018,スレイヤーズえくせれんと,1998,1998,9845,9272,バトル・アクション,,バトル・アクション|コメディ・ギャグ|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10018,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10018,2026-07-25T10:21:15.719Z
danime:10019,10019,スレイヤーズごぅじゃす,1998,1998,9750,9252,バトル・アクション,,バトル・アクション|コメディ・ギャグ|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10019,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10019,2026-07-25T10:21:15.719Z
danime:10020,10020,ゲートキーパーズ,2000,2000,8914,10958,バトル・アクション,,バトル・アクション|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10020,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10020,2026-07-25T10:21:33.513Z
danime:10021,10021,スレイヤーズぷれみあむ（劇場版）,2001,2001,9954,9679,ファンタジー,,ファンタジー|バトル・アクション|コメディ・ギャグ|現代ファンタジー|魔法,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10021,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10021,2026-07-25T10:55:56.796Z
danime:10022,10022,サクラ大戦 活動写真,2001,2001,11636,10782,SF,,SF|ファンタジー|ロボット・メカ|バトル・アクション|ロボットSF,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10022,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10022,2026-07-25T10:55:56.796Z
danime:10023,10023,Di Gi Charat 星の旅,2001,2001,4557,3766,コメディ・ギャグ,,コメディ・ギャグ|旅・冒険,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10023,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10023,2026-07-25T10:55:56.796Z
danime:10024,10024,クロノクルセイド,2003,2003,12966,16629,バトル・アクション,,バトル・アクション|ドラマ・青春|スペキュレーティブ判定保留|成長・挑戦,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10024,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10024,2026-07-25T10:55:44.137Z
danime:10025,10025,かりん,2005,2005,8487,11119,恋愛・ラブコメ,,恋愛・ラブコメ|ホラー・サスペンス・ミステリー|ドラマ・青春|現代ファンタジー|ラブコメ|学園|成長・挑戦|恋愛|怪異・妖怪,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10025,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10025,2026-07-25T10:22:17.253Z
danime:10026,10026,蒼天の拳,2006,2006,8382,15397,バトル・アクション,,バトル・アクション|犯罪・警察,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10026,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10026,2026-07-25T10:45:23.551Z
danime:10027,10027,真救世主伝説 北斗の拳　ラオウ伝 殉愛の章,2006,2006,5394,6909,バトル・アクション,,バトル・アクション|家族,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10027,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10027,2026-07-25T10:45:23.551Z
danime:10028,10028,双恋,2004,2004,5122,6576,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛|職業・仕事,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10028,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10028,2026-07-25T10:22:12.115Z
danime:10029,10029,フタコイ オルタナティブ,2005,2005,6841,8074,恋愛・ラブコメ,,恋愛・ラブコメ|コメディ・ギャグ|バトル・アクション|ラブコメ|ミステリー|恋愛|推理・謎解き,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10029,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10029,2026-07-25T10:22:17.253Z
danime:10030,10030,ストロベリー・パニック,2006,2006,20513,23697,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10030,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10030,2026-07-25T10:45:23.551Z
danime:10033,10033,TVアニメーション　下級生,1999,1999,5830,7746,恋愛・ラブコメ,,恋愛・ラブコメ|ファンタジー|ラブコメ|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10033,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10033,2026-07-25T10:56:26.521Z
danime:10034,10034,らいむいろ戦奇譚,2002,2002,6035,9242,バトル・アクション,,バトル・アクション|恋愛・ラブコメ|戦争・ミリタリー|ラブコメ|歴史・時代劇|恋愛|戦争|軍事,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10034,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10034,2026-07-25T10:22:31.564Z
danime:10035,10035,らいむいろ戦奇譚　南国夢浪漫,2002,2002,2969,4096,バトル・アクション,,バトル・アクション|恋愛・ラブコメ|戦争・ミリタリー|ラブコメ|恋愛|戦争|軍事,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10035,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10035,2026-07-25T10:22:31.564Z
danime:10036,10036,下級生2　～瞳の中の少女たち～,2004,2004,5864,7731,恋愛・ラブコメ,,恋愛・ラブコメ|ファンタジー|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10036,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10036,2026-07-25T10:22:12.115Z
danime:10037,10037,HAPPY☆LESSON THE FINAL,2004,2004,2419,3092,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10037,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10037,2026-07-25T10:22:12.115Z
danime:10038,10038,らいむいろ流奇譚 X CROSS ～恋、オシヘテクダサイ。～,2005,2005,2439,3766,バトル・アクション,,バトル・アクション|恋愛・ラブコメ|戦争・ミリタリー|ラブコメ|歴史・時代劇|恋愛|戦争|軍事,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10038,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10038,2026-07-25T10:22:17.253Z
danime:10039,10039,超重神グラヴィオン,2002,2002,9573,11751,SF,,SF|ロボット・メカ|ロボットSF,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10039,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10039,2026-07-25T10:22:31.564Z
danime:10040,10040,ゲートキーパーズ21,2002,2002,3517,4415,バトル・アクション,,バトル・アクション|スペキュレーティブ判定保留|犯罪・警察,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10040,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10040,2026-07-25T10:22:31.564Z
danime:10041,10041,妄想科学シリーズ ワンダバスタイル,2002,2002,1565,2107,SF,,SF|コメディ・ギャグ|スペースオペラ|宇宙,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10041,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10041,2026-07-25T10:22:31.564Z
danime:10042,10042,陸上防衛隊まおちゃん,2002,2002,3387,3929,SF,,SF|コメディ・ギャグ|戦争・ミリタリー|スペースオペラ|宇宙|戦争|軍事,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10042,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10042,2026-07-25T10:22:31.564Z
danime:10043,10043,神魂合体ゴーダンナー!!,2003,2003,8877,10372,SF,,SF|ロボット・メカ|ロボットSF|友情・仲間,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10043,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10043,2026-07-25T10:55:44.137Z
danime:10044,10044,D・N・ANGEL,2003,2003,13969,14277,ホラー・サスペンス・ミステリー,,ホラー・サスペンス・ミステリー|恋愛・ラブコメ|スペキュレーティブ判定保留|ラブコメ|恋愛,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10044,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10044,2026-07-25T10:55:44.137Z
danime:10045,10045,魔探偵ロキ RAGNAROK,2003,2003,10277,13215,ホラー・サスペンス・ミステリー,,ホラー・サスペンス・ミステリー|ミステリー|推理・謎解き,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10045,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10045,2026-07-25T10:55:44.137Z
danime:10046,10046,超重神グラヴィオンツヴァイ,2004,2004,7192,8916,SF,,SF|ロボット・メカ|ロボットSF,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10046,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10046,2026-07-25T10:22:12.115Z
danime:10047,10047,神魂合体ゴーダンナー!! SECOND SEASON,2004,2004,5565,5922,SF,,SF|ロボット・メカ|ロボットSF,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10047,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10047,2026-07-25T10:22:12.115Z
danime:10048,10048,tactics,2004,2004,21262,26596,スペキュレーティブ判定保留,,スペキュレーティブ判定保留|現代ファンタジー|怪異・妖怪,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10048,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10048,2026-07-25T10:22:12.115Z
danime:10049,10049,ProjectBLUE 地球SOS,2006,2006,1581,2280,SF,,SF|ロボット・メカ|スペースオペラ|ロボットSF|宇宙,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10049,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10049,2026-07-25T10:45:23.551Z
danime:10050,10050,LEMON ANGEL PROJECT,2006,2006,1100,1853,ドラマ・青春,,ドラマ・青春|友情・仲間|成長・挑戦,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10050,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10050,2026-07-25T10:45:23.551Z
danime:10051,10051,侵略!イカ娘,2010,2010,35057,41787,コメディ・ギャグ,,コメディ・ギャグ|日常・ほのぼの|戦争|癒やし,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10051,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10051,2026-07-25T10:33:32.104Z
danime:10052,10052,アラド戦記 ～スラップアップパーティー～,2009,2009,3212,5281,ファンタジー,,ファンタジー|バトル・アクション|コメディ・ギャグ|現代ファンタジー|友情・仲間|成長・挑戦|魔法|怪異・妖怪,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10052,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10052,2026-07-25T10:33:37.520Z
danime:10053,10053,ドルアーガの塔 ～the Sword of URUK～,2009,2009,9529,12210,バトル・アクション,ゲーム,バトル・アクション|スペキュレーティブ判定保留|友情・仲間,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10053,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10053,2026-07-25T10:33:37.520Z
danime:10054,10054,ドルアーガの塔 ～the Aegis of URUK～,2008,2008,12184,15480,異世界・ハイファンタジー,ゲーム,異世界・ハイファンタジー|ファンタジー|バトル・アクション|異世界ファンタジー|異世界|旅・冒険,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10054,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10054,2026-07-25T10:33:29.584Z
danime:10055,10055,ロミオ×ジュリエット,2007,2007,12114,16111,恋愛・ラブコメ,,恋愛・ラブコメ|スペキュレーティブ判定保留|ラブコメ|恋愛|サバイバル,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10055,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10055,2026-07-25T10:45:59.280Z
danime:10056,10056,シスター・プリンセス,2001,2001,10820,11706,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10056,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10056,2026-07-25T10:55:56.796Z
danime:10057,10057,ロードス島戦記,1990,1990,22227,32407,バトル・アクション,ライトノベル・小説,バトル・アクション|歴史・戦記|スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10057,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10057,2026-07-25T10:20:39.630Z
danime:10058,10058,劇場版サイレントメビウス,1991,1991,8180,10907,バトル・アクション,,バトル・アクション|スペキュレーティブ判定保留|ミステリー|推理・謎解き|犯罪・警察,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10058,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10058,2026-07-25T10:44:16.911Z
danime:10059,10059,劇場版サイレントメビウス2,1992,1992,5415,6657,バトル・アクション,,バトル・アクション|スペキュレーティブ判定保留|犯罪・警察,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10059,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10059,2026-07-25T10:32:41.781Z
danime:10060,10060,迷宮物語,1986,1986,6386,8378,SF,,SF|ロボットSF|ロボット・メカ,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10060,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10060,2026-07-25T10:20:55.286Z
danime:10061,10061,時空の旅人,1986,1986,3635,5211,スペキュレーティブ判定保留,,スペキュレーティブ判定保留|歴史・時代劇|旅・冒険,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10061,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10061,2026-07-25T10:20:55.286Z
danime:10062,10062,カムイの剣,1985,1985,3378,5402,歴史・戦記,ライトノベル・小説,歴史・戦記|バトル・アクション|歴史・時代劇,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10062,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10062,2026-07-25T10:43:54.548Z
danime:10063,10063,マスター オブ エピック ～The AnimationAge～,2007,2007,771,1147,ファンタジー,,ファンタジー|コメディ・ギャグ|現代ファンタジー|友情・仲間|魔法,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10063,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10063,2026-07-25T10:45:59.280Z
danime:10064,10064,SoltyRei,2005,2005,11678,14239,バトル・アクション,,バトル・アクション|SF|ロボット・メカ|ロボットSF|友情・仲間|成長・挑戦|家族,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10064,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10064,2026-07-25T10:22:17.253Z
danime:10065,10065,SPEED GRAPHER,2005,2005,12968,14158,ホラー・サスペンス・ミステリー,,ホラー・サスペンス・ミステリー,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10065,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10065,2026-07-25T10:22:17.253Z
danime:10066,10066,北斗の拳 ラオウ外伝 天の覇王,2008,2008,4524,6372,バトル・アクション,,バトル・アクション|家族|サバイバル,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10066,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10066,2026-07-25T10:33:29.584Z
danime:10067,10067,ご愁傷さま二ノ宮くん,2007,2007,18324,21644,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10067,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10067,2026-07-25T10:45:59.280Z
danime:10068,10068,おまもりひまり,2009,2009,22342,28235,恋愛・ラブコメ,,恋愛・ラブコメ|スペキュレーティブ判定保留|現代ファンタジー|ラブコメ|恋愛|怪異・妖怪,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10068,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10068,2026-07-25T10:33:37.520Z
danime:10069,10069,鋼殻のレギオス,2009,2009,24850,32894,バトル・アクション,,バトル・アクション|スペキュレーティブ判定保留|学園,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10069,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10069,2026-07-25T10:33:37.520Z
danime:10070,10070,あまつき,2008,2008,10389,15255,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|異世界ファンタジー|異世界|学園|歴史・時代劇,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10070,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10070,2026-07-25T10:33:29.584Z
danime:10071,10071,アリソンとリリア,2008,2008,14063,16231,スペキュレーティブ判定保留,ライトノベル・小説,スペキュレーティブ判定保留,needs-review,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10071,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10071,2026-07-25T10:33:29.584Z
danime:10072,10072,うみねこのなく頃に,2009,2009,39515,40607,ホラー・サスペンス・ミステリー,,ホラー・サスペンス・ミステリー|ファンタジー|サバイバル|犯罪・警察,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10072,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10072,2026-07-25T10:33:37.520Z
danime:10073,10073,少年陰陽師,2006,2006,23891,33385,バトル・アクション,,バトル・アクション|歴史・戦記|現代ファンタジー|歴史・時代劇|怪異・妖怪,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10073,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10073,2026-07-25T10:45:23.551Z
danime:10074,10074,薄桜鬼,2010,2010,46607,59005,恋愛・ラブコメ,,恋愛・ラブコメ|歴史・戦記|現代ファンタジー|ラブコメ|歴史・時代劇|恋愛|怪異・妖怪,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10074,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10074,2026-07-25T10:33:32.104Z
danime:10076,10076,BUS GAMER,2008,2008,4573,5686,バトル・アクション,,バトル・アクション|スポーツ・競技|スポーツ,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10076,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10076,2026-07-25T10:33:29.584Z
danime:10077,10077,プリンセスラバー!,2009,2009,20646,27169,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10077,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10077,2026-07-25T10:33:37.520Z
danime:10078,10078,ヘタリア　Axis Powers,2008,2008,42538,52674,ショート,漫画,ショート|コメディ・ギャグ|歴史・戦記,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10078,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10078,2026-07-25T10:33:29.584Z
danime:10079,10079,ましろ色シンフォニー,2011,2011,27502,29307,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10079,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10079,2026-07-25T10:45:34.871Z
danime:10080,10080,超生命体トランスフォーマー ビーストウォーズ・リターンズ,1999,1999,7338,8047,ロボット・メカ,,ロボット・メカ|SF|ロボットSF,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10080,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10080,2026-07-25T10:56:26.521Z
danime:10081,10081,ぼのぼの,1995,1995,14655,20866,コメディ・ギャグ,,コメディ・ギャグ|日常・ほのぼの|キッズ・ファミリー|癒やし,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10081,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10081,2026-07-25T10:44:31.771Z
danime:10082,10082,今日からマ王！　第１シリーズ,2004,2004,39709,54590,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|バトル・アクション|コメディ・ギャグ|異世界ファンタジー|異世界|成長・挑戦,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10082,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10082,2026-07-25T10:22:12.115Z
danime:10083,10083,今日からマ王！　第２シリーズ,2005,2005,18251,24536,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|バトル・アクション|コメディ・ギャグ|異世界ファンタジー|異世界|成長・挑戦,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10083,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10083,2026-07-25T10:22:17.253Z
danime:10084,10084,今日からマ王！　第３シリーズ,2008,2008,17294,23535,異世界・ハイファンタジー,,異世界・ハイファンタジー|ファンタジー|バトル・アクション|コメディ・ギャグ|異世界ファンタジー|異世界|成長・挑戦,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10084,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10084,2026-07-25T10:33:29.584Z
danime:10085,10085,ＧＩＡＮＴ ＫＩＬＬＩＮＧ,2010,2010,22136,28874,スポーツ・競技,,スポーツ・競技|ドラマ・青春|成長・挑戦|スポーツ,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10085,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10085,2026-07-25T10:33:32.104Z
danime:10086,10086,HAPPY☆LESSON (OVA),2003,2003,2371,3075,恋愛・ラブコメ,,恋愛・ラブコメ|ラブコメ|学園|恋愛,classified,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10086,https://animestore.docomo.ne.jp/animestore/ci_pc?workId=10086,2026-07-25T10:55:44.137Z
